review,sentiment
"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about. These are the types of movies that kept me on the edge of my seat as a kid staying up too late to watch cable. If you liked the 80's horror scene this is the movie for you.",positive
"Snakes on a Train is a movie I rented due to the pure amusement of the thoughts I had, about the movie. Snakes on a Plane was an enjoyable Action film, so obviously the film makers wanted to cash in on the success, with this low budget effort. At 85 minutes, Snakes on a Train is almost unbearable to witness. I had to keep pausing the film to do something to entertain myself, due to the lack of happenings in the film. Throughout the duration of the film, it's never fully explained why this girl has this curse, or why she keeps coughing up this green/purplish goo constantly. Not only that, there is endless boring dialog of the two main characters, Brujo and Alma discussing how to get rid of the curse. I can appreciate low budget film-making. I'm truly not picky on movies, i'm open to any genre or budget, but Snakes On A Train is truly one of the worst Horror films I have ever seen. Were the writers on Acid or something at the end of this film?. Why did the woman suddenly turn into a giant snake? and most importantly how on earth was it able to devour the train?.<br /><br />Bottom line. Snakes on a Train is a movie that needs to be avoided at all costs. Don't be intrigued like I was by the title, this is a movie that's seriously bad. Let's put these snakes to rest<br /><br />0/10",negative
"I would highly recommend this movie! And I certainly shall be personally recommending it to my friends and family here and abroad! It was with excited anticipation, that I have just pre-ordered it online, I enjoyed it so much! It is not out until February/March 2008, but it will be well worth the wait! But first go and see it in the cinema if you can. There is nothing quite like the Cinema-Experience of a cinema-made movie! Insist that your local cinema puts it on! I went to see 'Seachd, the Inaccessible Pinacle' tonight, down here in London, and was really impressed. It is a marvel: a truly beautiful film set in the Scottish Highlands: you will laugh, you will cry, you will be moved in may different ways, you will be intrigued, and as the story within the stories is revealed, you will be amazed at that revelation.<br /><br />This movie is in Scottish Gaelic with English Subtitles, but do not let that detract you if you are not a speaker of the Gaelic: I am just starting, and my son does not, nor did many people there tonight, and it did not spoil it for us by any manner of means! Superlatives do not suffice! The photography is superb - there is no CGI here, and the movie is all the better for that- here you have true photography! The script is so skilfully and subtly written. The many-layered plot weaves the magic art of the ancient storytellers. The music is at times rousing, at times haunting, but always adding to the atmospheric ambiance. And the acting? ... it is to behold ... and the actors?... they the true weavers of this delightful yet profound film, particularly the two main actors, 'Padruig-the-young' and 'Padruig-the-elder' (A true bard, if ever there was!), who both carried a very heavy load! And the Direction? Well watch out Richard! And the Producer, responsible for raising funding, hiring key personnel, and arranging for distributors? A task well done! I hope that you will make sure that distribution goes out to our communities abroad! And the Gaelic community? Uill, without you it could not have happened! We were told that this movie was made on a low budget, but you would not know it, and I think it might well be because, for what they might have lacked in money, they more than made up for with the richness of the heart, and the warmth and co-operation of the local Scottish Gaelic community.<br /><br />A heartfelt thanks to all concerned in the making, and the sponsoring, of 'Seachd' - Mòran taing! (Many thanks!) From the Gaels to the World! From the World to the Gaels!",positive
"I only voted excellent because this film took two snapshots of Americana: one in 1970, and one for every year afterward. <br /><br />Nothing's really changed.<br /><br />Joe is actually a jerk, a big stupid slob who's mad at everybody else in the world for his own idiocy. This ain't really a spoiler, but the key to the film is the big, corporate ""never does wrong"" guy making friends with this semi-troglodyte Joe, and he gets some kind of...validation from his bigotry and stupidity and sense of being wronged. <br /><br />Yet, few would argue, that the dealer boyfriend did deserve to die. And those kids shouldn't have ripped Joe and Compton off. And Joe and Compton were actually getting into the hash and the young skin until they got ripped off. A simple film in many ways, except that in 1970 New York City was par to a battle zone thanks to Nixon's care, and all of the money going to the war in Vietnam. As I write this (2/25/2007) there is a ""very long wait"" on Netflix for this film - which makes me happy because I think there are people out there who want to learn. This was a pretty good snapshot - not exact, a bit caricaturist - but actually pretty close to how it was back then. And the scary thing is - things haven't changed that much. Sure, there's no more welfare, but that just means the wage-slavery has won out. <br /><br />Amazing how millionaires will complain about not making enough money, then complain that $5.15 an hour is too much to pay their people.",positive
"My wife and I both thought this film a watered-down, made-for-TV (BBC) version of Manhattan Murder Mystery...which is itself good, but not great. The story has little inter- character tension or chemistry, and not much of a plot. Woody Allen's character just sort of wanders around running off at the mouth, and Hugh Jackman and Scarlett Johannsson don't have a lot more to do. It's pretty disappointing, I must say. Ian McShane's role is just an expanded cameo appearance. <br /><br />The first thing that occurred to me was ""I wonder how much the BBC had to pay Woody Allen to dislodge him from Manhatttan?"" He must've needed the money, and they must have needed his appeal to expand their audience beyond the youth market drawn to the two stars. I'm giving this movie 4 stars instead of 3 because it is unbothersome background noise. If you ever want something to have on while you're knitting or sorting your stamp collection, this'll do the job. I wouldn't pay to rent it again.",negative
"There is a reason to call this a teen flick. Out of 100 possible points I would put it somewhere in the teens. It is predictable, the acting is horrible, especially the minor roles, and above all else it is super predictable. The ending is so hokey that I should have left early and maybe it would have passed. By the way, could you call the male lead a pervert? I bet if it really happened, someone in my school district would have said so. Finally, in the school I grew up in, even though the average class had over 1000 students, we could have picked out a chump like Josie as being a fraud and we would have singled her out of the crowd. My final word is save your time, when it comes on TV watch something better, like the stock quotes.",negative
"This dumb comedy really does a good job of wasting comedic talent. In particular, Dan Aykroyd and Howard Hesseman are misused badly here. I might have chuckled once or twice during this film, but in general, it's a boring movie, with a little bit of stupidity thrown in for good measure. The premise, although routine, still wasn't bad, but once the plot was set, the film went nowhere. Don't waste your time with this misfire.",negative
"''The 40 Year Old Virgin'''made me laugh a lot. I don't care if it is considered to be a very sexual comedy, I just enjoyed many of the jokes and scenes present in this movie. Steve Carell is perfect as the virgin nerd Andy Stitzer and I think the scene where Andy has his chest hair removed by wax one of the coolest, specially because it is real. Many of the actors and actresses present in this movie are well known or already famous,by the way.<br /><br />Andy Stitzer has a peaceful life. He is a little bit strange and collects lots of toys, but seems harmless. One day, while playing poker with his friends of his work, they discover that Andy is in fact...virgin! And he is already 40 years old! After this surprising revelation, all his friends are trying to make Andy sleep with a woman...the problem is the confusions in which Andy gets in,specially now that he is really starting to like Trish, a woman he met when she was buying a DVD player in the store he works at.",positive
"This is a great British film. A cleverly observed script with many quotable lines, which captures perfectly what magic mushrooms can do to a man over a weekend. As per usual Phil Daniels is excellent along with that most under rated of British actors Geoff Bell. Peter Bowles with a joint hanging out of his mouth is a casting masterstroke and Gary Stretch with his brooding looks brings something strangely atmospheric to the piece. Although it seems to be billed as a biker movie, i think it will find an audience outside of this, purely on the premise that a lot of people have been there done it and got the t-shirt. also A great original soundtrack with a blinding version of Freebird. This really could be a 21st century heir to the famous Ealing comedies. Like the weed in the Welsh fields: it's a grower!",positive
"ok we have a film that some are calling one of the best movies ever..but i'm sitting here thinking hell the f!, the storys sux{ which there is no story], the diolouge is quite plain, artisticly nothing great!, and the acting is nothing real out standing, so if you want to pretend to be arty say you like it, but if you have a real view say you don't like it or if you did explain why!",negative
"Ann-Margret did the best job she has ever done in her history of film making. I felt as if she WAS Mrs. Frey. There might be one or two films of Ann-Margret's I have not seen since her film debut in ""Pocket full of Miracles"" with Betty Davis in 1961. I feel she has been totally under-rated in the industry. Though she was nominated for an Emmy Award for this role in ""Who Will Love My Children,"" she was overlooked. Like she was nominated for an Academy Award for her roles in ""Carnal Knowledge"" and ""Tommy,"" she was snubbed. Over all, I think everyone did a superb acting job including all the children in ""Who Will Love My Children."" Yes, it is a sad movie (as true stories can be), but well worth the time. Thank you.",positive
"I am a chess player and I wanted to like this film. Trouble is, the content could have been fitted in a 30-minute documentary.<br /><br />There were lots of shots of corridors being walked down and Kasparov gazing out in the hall where he won the World Championship. There were other shots of Kasparov being walked round the site of the 1997 match and being told where he sat and where Deep Blue was located. This just looked like filler.<br /><br />Also, I didn't find it interesting to see in detail where Deep Blue was now and seeing an IBM techie trying, unsuccessfully to 'open' it. What would we have seen of interest inside anyway - a little grandmaster?<br /><br />Also, the recent match against Karpov. I no longer follow professional chess enough to know when and where this was. It would have been nice to have been told: was this a one-off 'just for the money'? Was it part of the world championship cycle? What was the final score? The nub of the film was the play in game two. Could/would IBM let Kasparov see 'inside' the machine? That's where the focus should have been.",negative
"This film is worthwhile despite what you may hear. The performance of Marie Dressler (I hope I am spelling it right) as a drunken old sot is reason enough to see this film. It is an amazing performance. She is in a drunken stupor in three scenes for a good long while and she never does the same thing twice. You can actually smell the alcohol when she is done. Amazing. And Greta of course speaks her first lines on film and shes great. The Eugene O'Neill story is solid and like most O'Neill stories, very deep and intense. This is not light entertainment but if you appreciate those great character actors from the 30's and 40's you will like it. Some of the film is technically fuzzy but all in all worthwhile.",positive
"Nothing really unpredictable in this movie, but a solid flick in all respects. Everything from acting to cinematography was solid. Not a perfectly linear plot line, but there wasn't anything you couldn't see coming. Perhaps a tad melodramatic at points, but again, a fairly decent movie none the less. Definitely worth checking out. If in doubt of what film to rent over the weekend, give this a go. Though you may not feel like running out and buying it, I found it to be quite worth while.",positive
"This film fails on every count. For a start it is pretentious, striving to be ""significant"" and failing miserably. The script was banal in the extreme, nobody at any time said anything remotely interesting. It was impossible to care about any of the characters. Knightly was a self-regarding waste of time whilst Sienna Miller was just a waste of time. The bit about the soldier who went off to war was a cliché even before the film Atonement used it. The use of the Second World War as a backdrop was in itself a cliché...the bombs, the sheltering in tube stations etc...employed to import a bit of much-needed drama. Why anybody thought for a moment that this film was worth making is quite beyond my comprehension. It was yet another case of ""let's get the costumes looking authentic, never mind about the story, the script or the acting!""",negative
"So you think a talking parrot is not your cup of tea huh? Well, think again. Paulie is a wonderful film filled with touching moments.The characters are all lovable especially Paulie as he enters the lives of many people on his journey.It is journey worth experiencing. Don't miss it! It is available on home video.",positive
"I got a chance to talk with the co-creator, Rebecca Cammisa at the 2002 High Falls Film Festival in Rochester, NY. She said that her style is to be completely open and uninhibited in filmmaking but was very happy to be so severely constrained in the tight quarters of the group home. The narrow hallways and small rooms were expertly shot with a realism that would have been lost with more controlled and deliberate camera work.<br /><br />Sister Helen herself is a remarkable character, coming from tragedy in her own life to being an unusual combination of caring, tough, and street smart. The way the film introduces us to her past is excellent, spending only a few carefully selected minutes sprinkled throughout.<br /><br />In all, I can't begin to correctly heap on praise for this film. It really is a treasure of cinema and the subject a treasure of humanity.",positive
"Now, I like sci-fi cartoons. However, when ""Robotboy"" appeared in Canada in late 2006, I watched the premiere and was inevitably appalled. The characters are generic and stereotypical (Do they REALLY need to make an African-American man wear tiger-stripe print clothing and speak in a Jamacian accent? WHY are all the Asian characters vibrant yellow and squinting? Does the mother HAVE to have big thighs and chest and constantly complain?) to the point where things become unrealistic, predictable, gross and sometimes disturbing. There are heavy similarities to, even stabs, at Astro Boy. Allow me to explain (dub names for the young): Robotboy/Astro, Kamikaze/Tenma, Constantine/Shadow, Gus/Abercrombie, Tommy/Alejo, Lola/Zoran+Kennedy, Moshimo/O'Shay, and it so on. Brief resemblances to ""My Life As A Teenage Robot"", ""Star Wars"", ""Teenage Mutant Ninja Turtles"", ""Kamen Riders"", ""Sailor Moon"" and co. are afoot. Not to mention the abundant racial/gender stereotyping. Don't even get me started on the innuendos. I'll just say they're hidden and quite dirty. But seriously. Don't even try watching this. Especially if you like Astro Boy.",negative
"Writer/Director Peter Greenaway cements his title as the High Lord of Art House Pretension with his latest exercise in obnoxious self-indulgence, 8 ½ Women. The film follows a wealthy Englishman and his son on their mutual quest for sexual satisfaction, as they lure and blackmail women (guess how many) into joining their personal collection of concubines.<br /><br />Think of any possible way that this premise could be offensive, and chances are Greenaway's done it. The female characters are little more than a catalogue of fetishes for the two protagonists to partake of. There's the Kabuki-obsessed Mio, the ever-pregnant Giaconda and Beryl, who's got a thing for farm animals. Giulietta has no legs and uses a wheelchair, she's the ""half woman,"" get it? Greenaway vehemently denies all accusations of misogyny, but if this isn't it, then what is?<br /><br />The film goes on to eroticize anything and everything having to do with Japan, a continuation of themes from his snore-worthy (but less sexist) 1996 film, The Pillow Book. But where the The Pillow Book was erotic and graceful, 8 ½ Women just gets horny and exploitative. Greenaway's work is tasteless and arrogant in its fetishism, and the only person likely to enjoy watching it is the auteur himself.",negative
"The numbers don't lie, 109 people have voted for this film. That says a great deal about the standing of one of the most intuitively insightful comedians of the late 20th century. And for those of you who know the work of Bill Hicks, if he were alive today, imagine what he would have to say about the boy president from his home state? That his short career remains unrecognized is a sad situation and this film, or rather these two films explain why. First, you see how his talent was obvious from the start, again and again, those who knew Bill Hicks always say he was not only funny, he was also unique. The film also shows how the quality of his material was too challenging for many in the entertainment industry. His drinking also contributed to his career problems, but that is less evident in this film. And then the second film is a complete performance. If you have never seen or heard Bill Hicks, this is a wonderful introduction to the person and his dark but intelligent humor. Especially due to the fact that the topics are now almost 14 years old, yet remain ironically up to date is underlined by the fact that many of the events took place under the first President Bush.<br /><br />Watching them together - first the biography and then the performance - makes you aware of how greatly talented this young man was, how quickly his life passed and how the American media can sometimes act as the great big homogenizer. Let's make sure nothing is too provocative, nothing will be too interesting And the result? Well, as the man himself said, go to sleep America, your government is in control........... In his lifetime, at least in Great Britian this artist was recognized for his talent and was successful there. 11 years after his death, 109 people at IMDb can say something about the film. After you've seen them both, I hope you understand why more people should be listening to Bill Hicks.",positive
"watch this movie. it's truly a good ride through the difficulties of making a indie movie, and what happens when it blows up in the film maker's face. there's a lot of stuff about punk rock, and the philosophy behind that movement and it's relationship to this project. so if you're into old punk, American punk, you'll dig it.... but, beware, there's a ton of bad acting bits from the failed project that are incorporated... yet they do come off funny at times. and, actually, some of the best parts are listening to people who have never been involved in movie making pontificate and what they went through in the three year period that it took to put this together. so anyone out there that's about to make a film, especially if you haven't been to film school or worked in the field, you should watch this and learn from the film maker's mistakes.",positive
"As is nearly always the case, when Britain comes up with an entertaining and/or successful sit-com or quiz show, the Yanks will come along and poach the format and produce their own, grossly inferior, version. Man About The House is, of course, no exception to that rule. The Yanks' version ( Three's Company ) was unwatchable, braindead pap that seem to run forever. A prime example of quantity over ( non-existent ) quality. The original, on the other hand, is a fondly-remembered gem that had the savvy ( like Fawlty Towers ) to pull the plug at precisely the right time ( unlike the 637 episodes of 'hilarity' that Three's Company came up with ). Jo was cute, there was brilliant chemistry between the Ropers, Richard O'Sullivan made it all look so easy, the scripts, whilst not exactly Oscar Wilde-standard, were consistently funny and Chrissy was THE most drop-dead gorgeous woman who has walked the face of this planet since The Dead Sea was merely feeling unwell. 'Nuff said.",positive
"After reading through many of the reviews, I don't know what movie some people were watching, but clearly it wasn't the same one I saw.<br /><br />This movie is horrible. The acting, primarily Moore's, is just terrible. The woman cannot act. Nice tits, but she just can't act. At no point did she come across as the actual character. Instead, it was spoiled Hollywood actress goes to the beach to play make-believe with the boys.<br /><br />And that's what this movie ultimately is -- Hollywood make-believe. The training sequences are over the top. The politics -- over the top. The political correctness -- over the top. The combat scenes -- you guessed it, over the top. Your mission is to get in and get out without being detected. So what do you do? Why shoot off as many rounds and make as much noise as possible, of course. Oh G.I. Jane, you can be my wing man anytime.<br /><br />The premise is good, but as soon as Hollywood gets a hold of it, we end up with Top Gun with tits.<br /><br />What more is to be expected from commercial US films anymore? Not much I guess.",negative
"USA The Movie is like this: You take a nap on a long hot Sunday afternoon. It feels great to close your eyes and let your worries drift away. Soon you're lost in one of those intense lucid dreams where you know you're dreaming but you still can't wake up--not that you want to. You go with the flow, and soon you're in a kind of weird Alice in Wonderland story complete with characters you didn't think you could dream up. They're telling you all kinds of crazy stuff about war and peace while taking you through a trip into the past and even the future. <br /><br />The dream starts to get heavier and you feel like it's going down a path you can't control. Maybe you want to wake up so you try to open your eyes but you can''t . Now there's destruction and sadness and confusion and scary voices telling you what could be truth or could be lies. You're seeing images that flicker and change and then get clear, but do you even want to see what you're brain is creating for you? <br /><br />Finally you're lost in a myth world and you realize the end has come. The end of the world and the end of the dream. It's over. What do you wake up to? What do you do next? <br /><br />Maybe you'll write down that dream because you know dreams like don't happen too often-- and when they do you better pay attention. <br /><br />Or maybe you'll crack a beer and forget the whole thing. Bad idea. Don't forget.",positive
"""Cat In The Brain"" is a series of extremely violent sequences knitted together by a plot that feels more like an overview, describing director Lucio Fulci's most notorious years of film-making. The movie could also be seen as a dark comedy of sorts, effectively spoofing the various claims that violent cinema causes violence in real life. Fulci goes further than that, he casts himself as the star, the central figure of the film thus showing the audience who is the man behind all the cinematic gore. ""Cat in The Brain"" is not about presenting a clear story and following it. Instead it pokes fun at some of the clichés that have been surrounding the horror genre for years.<br /><br />Lucio Fulci plays himself as a horror director struggling to keep his humanity intact. Years of violent film making have finally began to reach him. It starts slowly, steaks and meat in general begin to disgust him, his colleagues assure Fulci that all he needs is some rest. But that doesn't help and soon the grotesque ideas for his movies begin to overwhelm his daily thoughts. In an attempt to find a cure for his dangerously maddening mental state Lucio starts going to the local psychiatrist. Unfortunately that does more wrong than good and Fulci is thrown into an even bigger mess, as the psychiatrist turns out to be a psychopath, who mimics the murders from Fulci's films in real life.<br /><br />The film retains all the trademarks of Italian splatter cinema, good or bad they are all here. So any comments about the acting or the technical aspects and budget constrains are quite irrelevant as to the quality of the film. It is a visual experience, no doubts about it. Fulci throws in an incredible amount of violence easily surpassing pretty much everything he's made. Amputated by chainsaw limbs, cannibalism, child murder, decapitation, these are just some of the many grotesque acts witnessed in ""Cat In The Brain"". Some of them are obviously recycled from a few the director's less profile movies but they don't stand out of the context, and actually feel quite at home here. As I noted before the movie exists much better as a satire of the genre rather than a serious piece. The way some of the violence is presented does help establish that idea. Such sequences shortly after climax are rejected by the reality in the film, as they are revealed to be actually scenes inside a movie that Fulci's character is directing. This sort of ""film in film"" presentation lessens somewhat the impact of the gore. But in no way does it make it an easy to watch film. Oh no this is far beyond and above the levels of gore found in mainstream horror, and gorehounds will in no doubt be satisfied with that fact.<br /><br />Lucio Fulci was a very polarized figure. People either hate his work or love it. ""Cat in the Brain"" won't convince any of Fulci's detractors in the opposite but it is nevertheless an interesting part of his filmography. One that fans should really check out.",positive
"My interpretation is that the term 'distant' is used in the sense of the opposite of 'warm'; people who are not warm toward others. The film reminds me of the teachings of the Dalai Lama in 'The Art of Happiness' where his main point is that the key to happiness is connecting with others. Not only are the characters in the film insular, but they are also humorless, charmless, shy, quiet and unfriendly. These characteristics appear to prevent them, amongst other things, from forming and enjoying relationships and being able to talk about and deal with their problems. And as a result they are terribly unhappy. I see it as a strong vindication of the Dalai Lama's teaching (I'm not a Buddist by the way). If you are one of the people who thinks that their behavior is a natural response to living in a large city then I think you may be right but I recommend the Dalai Lama's book. City life need not be like this.<br /><br />I can see why some people found it boring - it does drag a bit in places and the characters are not particularly likable. And it does contrast to Lost In Translation where the insular characters are much more likable and do connect with one another even though they don't connect with people generally.",positive
"This romantic comedy isn't too bad. There are some funny things happening here and there, and there are some rather memorable characters in it.<br /><br />The acting, however, is amateurish (with the exception of the banker). While some scenes are great fun, others are simply embarrassing. In particular, I found the ""romantic"" part of the story poor. <br /><br />All in all, I guess it's worth seeing if you like football and romantic comedies. It's not really a bad movie, and the ending did feel quite good. Just don't expect anything out of the ordinary. Fair enough if you have an hour and a quarter to kill.",negative
"Just saw it yesterday in the Sao Paulo Intl Film Festival. Just before going I came here to see how it was rated, and at that time it was 7.4, a pretty nice rate...<br /><br />After 15 minutes I was dying to get out (never did this), but felt embarrassed to do so as the producer of the movie was in the screening.<br /><br />I did not like at all, the dialogs are shallow and lead nowhere, the characters are shallower than the dialogs, nothing lead anywhere, and the worst and worst: plenty of Siemens and Organics advertising on the movie. Despite the fact that I already paid to go to the movie and entertain myself, I still have to be bombarded by the main character chatting on the internet and Siemens mobile popping-up all the time on her lap-top; or another character having a bath or cutting her hair just to have Organics shampoo displayed enormously on the screen! All of this would be bearable if the plot, characters, romances, anything was good, but was bad, really bad! A ""don't know how to do"" sex-in-the-city.<br /><br />Don't waste your time or money.",negative
"About the baby: Why wasn't big brother assuming he'd be hungry for a bottle or some nourishment or a diaper change? He should have been screaming non-stop after that many hours without care. Definitely stupid to take the baby from a safe place when he didn't need to.<br /><br />And why was the road miraculously clear whenever anyone wanted to drive somewhere? Didn't any uprooted trees fall on the roads and block them?<br /><br />I can't imagine the cops at the roadblock not immediately following after any young person who would crash it, especially when they said it was dangerous to go there.<br /><br />That being said, it was nice to have a movie children could safely watch, for a change.",negative
"There is only one word that describes this film: BAD!! I have no idea why this movie was even made, or how they got Dennis Hopper to star in this film. Stuart Gordon is a better director than this and Hopper is a much better actor. The film is plain stupid. I did like the ""square pigs"" idea and there was an interesting love scene involving a cyborg, other than that, avoid this film at all costs.",negative
"This movie is George C. Scott at his very best, Bernard Hughes at his very best and Diana Rigg at her most pithy, and of course Paddy Chaevsky writing at ""masterpiece"" warp! There are also very brief snippets of future biggies like Susan Sarandon, Stockard Channing etc., who have one scene lines that you don't necessarily spot until your fifth or sixth time watching. Nancy Marchand as a young to middle age nurse supervisor is also superb, as well as practically every ""face"" in Hollywood of 1970.<br /><br />It is one of the few movies that gets better the more times you see it. Watch for the ""surprise"" scene ala ""Wait until Dark""! This is one of the few movies I have ever bought on DVD. It is that superb.",positive
"If you want to be cynical and pedantic you could point out that the opening where a RAF Lancaster bomber is mortally wounded on the 2nd of May 1945 is somewhat unlikely since German air defences were as lively as Adolph Hitler on that day but this isn't a movie that should be viewed by a cynical audience and I guess a character being killed in literally the last hours of the war adds to the poignancy . In fact you'd have to have survived the second world war to fully appreciate the intellect , beauty and soul of Powell and Pressburger's masterpiece . The scenes of heaven are painfully twee when viewed today ? Again you have to view the movie of the context when it was made . RAF bomber command lost 58,000 men during the war , the same number that America lost in 'Nam but during a shorter period and a far , far smaller pool of active combatants , there's no atheists in a fox hole and I doubt if you'd lost a relative during the conflict you'd view material atheism as being a sensible thing . When Richar Attenborough's young pilot looks down in awe at the sight below him many war heroes must have openly wept at this scene as they remembered much missed comrades who didn't survive the war . Also bare in mind that despite losing several million people from 1939-45 there seems to be very few people from Germany passing through the pearly gates . it's obvious Nazis don't go to heaven <br /><br />The plot itself where dashing young pilot Peter Carter arguing for his life in front of a celestial court wouldn't have had much appeal to me if it wasn't for the subtext , you see A MATTER OR LIFE AND DEATH is a highly political and visionary film that laments the end of the British empire as it's replaced by American ambitions . There's little things that show up the film as being made by people aware of American history and culture . One is the ethnic mix of America , even today many Britons think that the USA is overwhelmingly composed of White Anglo Saxon Protestants when in fact only 51% of Americans are "" White European "" . The film rightly contains a scene where a multitude of different races confess "" I am an American "" as Peter is judged by Abraham Farlan , an Anglophobe who was the first revolutionary killed by British forces in The American War Of Independence . As for the "" special relationship "" between Britain and America - What special relationship ? Powell and Pressburger know their history when it comes to Britain and America . They obviously know their future too <br /><br />So remember to watch this movie with some of your mind in the past and some of your mind in the present . It's strange , beautiful , poignant and clever but most of all it's a film that would never ever work if it were made in the last 40 years . Can you imagine if the story was set in 2003 and revolved around a British soldier killed in Iraq ?",positive
"Despite Louis B. Mayer reportedly not being interested in signing the young Greta Garbo to a contract, this first American and MGM film for the actress looked quite beautiful. It's obvious that the film was assigned some amazing talent to film the production and make matte paintings, as it has all the nice polish and artfulness you'd expect from the best pictures the studio could produce. It simply looks beautiful--even 84 years later.<br /><br />As for Garbo herself, like her other very early American films she, too, looks different. While she's quite recognizable, her makeup is much softer than it would become just a year later--giving her a less severe look and a gentleness about her you just didn't see in subsequent films. I kind of wish they'd kept this look, but considering how famous she'd become with the trademark look, who am I to say they shouldn't have gone that route?! The film is about Garbo and how she and her family are unfairly forced off their land by the landlord. While the landlady, the much esteemed Doña Bernarda, claims it's because the bank has demanded payment, it's because her son has fallen for Garbo--and what better way to get rid of her than to force them out on the streets! Nice lady, huh?! Years pass and by now Garbo has become a new singing sensation who is world-famous. When she returns to her hometown years later, her old boyfriend (who HAD promised to marry her but wimped out when his mother, Doña Bernarda, refused to allow it) sees her. His new love for another lady is now tested--will he be content to marry this lady who is the heir to a huge pig fortune or will he want his old flame? And, more importantly, will Garbo even take him back after he behaved so spinelessly? In the meantime, a huge rainstorm hits. The land begins to flood and homes soon are being washed away by the deluge. Cortez and a friend make a mad dash as the dam breaks! In a scene where they obviously superimposed his row boat over the cascading stream, he eventually makes it out alive and to the home where Garbo is now staying. She welcomes them inside and they stay with her until the storm passes. Then, he admits that he still loves her and had braved the storm to make sure that she was safe. She tells him to get lost! Next, you see Ricardo about to get married to his second choice, the daughter of the Pork King. He obviously has little enthusiasm for this--and you feel sorry for the lady, as she did nothing wrong. Soon, Cortez is seen wandering back to Garbo's home--he's love-sick and needs her. In this scene, Garbo is quite luminous and can't tell him to leave--as they dissolve in each other's arms. Once again, he tells her of his love for her.<br /><br />When Doña Bernarda learns of this, she is not pleased. Evidently, a Pork Queen is a better catch than an internationally known singer. Because of the meddling of this nasty old lady, Garbo leaves--unwilling to come between the mother and her wimpy son. But, Cortez comes running--announcing he MUST have her and won't rest until he has her as his wife. Moments after making this proclamation, a family friend talks to Cortez and convinces him to give her up for the good of his career and reputation. So much for ""won't rest until he has her for his wife"", huh?! Despite Cortez being a wimp through and through, for some reason she cannot bring herself to hate him. And so, he marries the Pork Queen and lives a very dull life. When years later Garbo meets Cortez again, he is a dull looking middle-aged man--while she is as beautiful as ever. And, not surprisingly, she tells him, once again, to get lost.<br /><br />At the time this film was made, Garbo was not a star in the US and Cortez was. So, in light of this, it's surprising they gave Cortez such an unlikable character to play. Instead of the usual confident Valentino-like role they'd been giving him, here he is an indecisive wimp--a HUGE wimp. And, from here on, his career was on a slow downward spiral. As for Garbo, the role helped establish her as a big star--as she was THE focus of the film and played a character much like her later personas.<br /><br />As for the film, the new music composed for it was very nice, though a tad repetitive. The print, oddly, was nearly perfect throughout except for the intertitle cards--which could use some restoration.<br /><br />A most enjoyable film--expertly constructed, wistful and worth seeing. And, for one of the few times I can think of it, I have no real complaints in this excellent film.",positive
"THE ATTIC starts off well. The somewhat dreary story is helped greatly by the two main actors and there's a semblance of a character study going on here but the film goes downhill fast when Carrie Snodgress' character buys a monkey. Not one of those cute little monkeys. She buys a real big chimpanzee!!!<br /><br />This sudden plot device basically kills the movie. It's just not conceivable for a woman like the one Snodgress plays, who has a hard time doing anything because of her domineering father, for her to, out of the blue, buy a chimpanzee. I mean, come on! Forget about it!",negative
